rows    | tot_costs   | exec_time(ms)  | exec_time_cs| plan_time   | ncond | nind  | stmt
2       | 1344.41     | 5.362          | 0.6369      | 0.206       | 7     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
1       | 1344.41     | 5.299          | 0.6344      | 0.247       | 7     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND udim2 LIKE 'table' AND udim3 LIKE 'not important' AND acta LIKE 'bells';
2       | 1344.41     | 5.372          | 0.6432      | 0.201       | 7     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND udim3 LIKE 'not important' AND acta LIKE 'bells'; 
1       | 1344.41     | 5.312          | 0.6317      | 0.201       | 7     | 2     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral' AND acta LIKE 'bells';
? CREATE INDEX tenant_index ON alfbasic(tenant);
80000   | 1770.0      | 11.195         | 1.6672      | 0.282       | 0     | 3     | SELECT * FROM alfbasic;
7999    | 1233.04     | 5.555          | 0.6829      | 0.146       | 1     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog';
8051    | 1236.02     | 5.749          | 0.6992      | 0.144       | 1     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock';
7905    | 1224.51     | 5.595          | 0.6873      | 0.146       | 1     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays';
7976    | 1228.68     | 5.725          | 0.6993      | 0.144       | 1     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments';
7997    | 1227.71     | 5.787          | 0.7034      | 0.145       | 1     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting';
7850    | 1224.47     | 5.374          | 0.6644      | 0.174       | 1     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges';
8131    | 1235.8      | 5.531          | 0.6806      | 0.144       | 1     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals';
8067    | 1228.23     | 5.465          | 0.6724      | 0.145       | 1     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms';
8101    | 1234.82     | 5.626          | 0.6887      | 0.145       | 1     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues';
7923    | 1225.64     | 5.519          | 0.6754      | 0.146       | 1     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum';
15929   | 1473.58     | 9.092          | 1.0698      | 0.146       | 1     | 3     | SELECT * FROM alfbasic WHERE stage LIKE 'draft';
15996   | 1467.96     | 9.097          | 1.0708      | 0.146       | 1     | 3     | SELECT * FROM alfbasic WHERE stage LIKE 'task';
15954   | 1472.94     | 9.185          | 1.0815      | 0.15        | 1     | 3     | SELECT * FROM alfbasic WHERE stage LIKE 'ready';
16144   | 1476.62     | 9.193          | 1.0853      | 0.146       | 1     | 3     | SELECT * FROM alfbasic WHERE stage LIKE 'delete';
15977   | 1476.34     | 9.065          | 1.0715      | 0.145       | 1     | 3     | SELECT * FROM alfbasic WHERE stage LIKE 'close';
15974   | 1970.0      | 17.651         | 1.9214      | 0.102       | 1     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget';
16002   | 1970.0      | 18.604         | 2.0106      | 0.102       | 1     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'statistics';
15838   | 1970.0      | 17.998         | 1.9473      | 0.102       | 1     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'logistics';
15988   | 1970.0      | 18.54          | 2.0018      | 0.101       | 1     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'employees';
16198   | 1970.0      | 19.044         | 2.0671      | 0.102       | 1     | 3     | SELECT * FROM alfbasic WHERE casetype LIKE 'salary';
793     | 1246.71     | 5.017          | 0.5995      | 0.191       | 2     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND acta LIKE 'bells';
829     | 1254.64     | 5.936          | 0.6885      | 0.175       | 2     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND acta LIKE 'coast';
806     | 1242.28     | 5.564          | 0.6524      | 0.177       | 2     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND acta LIKE 'programs';
816     | 1246.92     | 5.741          | 0.6696      | 0.176       | 2     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND acta LIKE 'meaning';
795     | 1245.84     | 6.115          | 0.7113      | 0.176       | 2     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND acta LIKE 'arrests';
768     | 1242.23     | 5.473          | 0.6451      | 0.177       | 2     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND acta LIKE 'bells';
780     | 1246.71     | 5.132          | 0.6121      | 0.177       | 2     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND acta LIKE 'bells';
784     | 1246.42     | 5.618          | 0.6573      | 0.175       | 2     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND acta LIKE 'bells';
758     | 1246.71     | 5.089          | 0.6053      | 0.175       | 2     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND acta LIKE 'bells';
786     | 1243.54     | 5.562          | 0.6522      | 0.176       | 2     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND acta LIKE 'bells';
187     | 1266.13     | 5.099          | 0.6066      | 0.2         | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND acta LIKE 'bells';
153     | 1266.13     | 5.129          | 0.6149      | 0.252       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND acta LIKE 'bells';
167     | 1261.66     | 5.794          | 0.6757      | 0.202       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND acta LIKE 'bells';
163     | 1266.13     | 5.103          | 0.6076      | 0.2         | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND acta LIKE 'bells';
190     | 1265.61     | 5.836          | 0.6788      | 0.2         | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND acta LIKE 'bells';
170     | 1261.61     | 5.641          | 0.6589      | 0.198       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND acta LIKE 'bells';
172     | 1266.13     | 5.135          | 0.6123      | 0.2         | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND acta LIKE 'bells';
166     | 1266.13     | 5.252          | 0.6207      | 0.199       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND acta LIKE 'bells';
172     | 1266.13     | 5.158          | 0.6129      | 0.2         | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND acta LIKE 'bells';
143     | 1263.06     | 5.661          | 0.6612      | 0.201       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND acta LIKE 'bells';
150     | 1266.13     | 5.041          | 0.5947      | 0.181       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND casetype LIKE 'budget' AND acta LIKE 'bells';
182     | 1266.13     | 5.062          | 0.6074      | 0.244       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
174     | 1261.66     | 5.7            | 0.671       | 0.183       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
178     | 1266.13     | 5.067          | 0.6025      | 0.184       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND casetype LIKE 'employees' AND acta LIKE 'bells';
165     | 1265.61     | 5.792          | 0.6739      | 0.183       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND casetype LIKE 'salary' AND acta LIKE 'bells';
140     | 1261.61     | 5.519          | 0.6486      | 0.183       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND casetype LIKE 'budget' AND acta LIKE 'bells';
148     | 1266.13     | 5.219          | 0.6137      | 0.187       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
165     | 1266.13     | 5.151          | 0.609       | 0.187       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
170     | 1266.13     | 5.119          | 0.6079      | 0.183       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND casetype LIKE 'salary' AND acta LIKE 'bells';
159     | 1263.06     | 5.744          | 0.6688      | 0.182       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND casetype LIKE 'employees' AND acta LIKE 'bells';
150     | 1266.13     | 5.03           | 0.599       | 0.182       | 3     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND casetype LIKE 'budget' AND acta LIKE 'bells';
41      | 1285.68     | 5.139          | 0.6106      | 0.206       | 4     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND acta LIKE 'bells';
35      | 1285.68     | 5.118          | 0.6096      | 0.205       | 4     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND acta LIKE 'bells';
29      | 1281.16     | 5.853          | 0.687       | 0.236       | 4     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND acta LIKE 'bells';
43      | 1285.68     | 5.12           | 0.6092      | 0.206       | 4     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND acta LIKE 'bells';
39      | 1285.5      | 5.878          | 0.6852      | 0.206       | 4     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
26      | 1281.1      | 5.632          | 0.6672      | 0.224       | 4     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND acta LIKE 'bells';
34      | 1285.68     | 5.21           | 0.6167      | 0.206       | 4     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
34      | 1285.68     | 5.084          | 0.6063      | 0.206       | 4     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND acta LIKE 'bells';
35      | 1285.68     | 5.071          | 0.6045      | 0.205       | 4     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND acta LIKE 'bells';
27      | 1282.7      | 5.633          | 0.661       | 0.204       | 4     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND acta LIKE 'bells';
10      | 1037.74     | 3.799          | 0.4963      | 0.246       | 5     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
8       | 1305.26     | 5.338          | 0.6337      | 0.219       | 5     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND acta LIKE 'bells';
6       | 1020.37     | 3.847          | 0.4951      | 0.221       | 5     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND acta LIKE 'bells';
11      | 1037.01     | 3.955          | 0.5022      | 0.219       | 5     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND acta LIKE 'bells';
15      | 1034.27     | 3.898          | 0.4988      | 0.218       | 5     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
4       | 1022.89     | 3.876          | 0.4953      | 0.219       | 5     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
14      | 1305.26     | 5.252          | 0.6246      | 0.209       | 5     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
9       | 1030.92     | 3.802          | 0.4862      | 0.218       | 5     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND acta LIKE 'bells';
12      | 1044.09     | 3.847          | 0.493       | 0.218       | 5     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND acta LIKE 'bells';
7       | 1028.94     | 3.713          | 0.4849      | 0.251       | 5     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND acta LIKE 'bells';
1       | 1038.13     | 3.867          | 0.5054      | 0.33        | 6     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
1       | 1036.93     | 3.812          | 0.4894      | 0.224       | 6     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
3       | 1020.74     | 3.811          | 0.4902      | 0.226       | 6     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND acta LIKE 'bells';
1       | 1037.4      | 3.801          | 0.4997      | 0.279       | 6     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
2       | 1034.66     | 3.882          | 0.4967      | 0.229       | 6     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
0       | 1023.27     | 3.826          | 0.4926      | 0.229       | 6     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
3       | 1036.85     | 3.824          | 0.4915      | 0.227       | 6     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND acta LIKE 'bells';
1       | 1031.31     | 3.839          | 0.4958      | 0.252       | 6     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND udim2 LIKE 'table' AND acta LIKE 'bells';
3       | 1044.49     | 3.921          | 0.5         | 0.225       | 6     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND acta LIKE 'bells'; 
1       | 1029.32     | 3.815          | 0.4893      | 0.226       | 6     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND acta LIKE 'bells';
0       | 1038.52     | 3.93           | 0.5029      | 0.232       | 7     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 1037.33     | 3.825          | 0.4986      | 0.233       | 7     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND casetype LIKE 'budget' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 1021.12     | 3.89           | 0.4983      | 0.234       | 7     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND casetype LIKE 'salary' AND udim1 LIKE 'public' AND udim2 LIKE 'diagram' AND udim3 LIKE 'importnat' AND acta LIKE 'bells';
0       | 1037.79     | 3.868          | 0.4964      | 0.235       | 7     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND casetype LIKE 'employees' AND udim1 LIKE 'public' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'importnat' AND acta LIKE 'bells'; 
1       | 1035.05     | 3.942          | 0.5046      | 0.233       | 7     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND casetype LIKE 'statistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
0       | 1023.65     | 3.86           | 0.4954      | 0.235       | 7     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND casetype LIKE 'budget' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
2       | 1037.25     | 3.865          | 0.4961      | 0.233       | 7     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND casetype LIKE 'logistics' AND udim1 LIKE 'protected' AND udim2 LIKE 'text_doc' AND udim3 LIKE 'very important' AND acta LIKE 'bells';
1       | 1031.7      | 3.859          | 0.4979      | 0.247       | 7     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND casetype LIKE 'employees' AND udim1 LIKE 'protected' AND udim2 LIKE 'table' AND udim3 LIKE 'not important' AND acta LIKE 'bells';
2       | 1044.89     | 3.845          | 0.4992      | 0.232       | 7     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND udim3 LIKE 'not important' AND acta LIKE 'bells'; 
1       | 1029.71     | 3.819          | 0.4912      | 0.232       | 7     | 3     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND casetype LIKE 'budget' AND udim1 LIKE 'private' AND udim2 LIKE 'table' AND udim3 LIKE 'neutral' AND acta LIKE 'bells';
? CREATE INDEX casetype_index ON alfbasic(casetype);
80000   | 1770.0      | 12.847         | 1.922       | 0.329       | 0     | 4     | SELECT * FROM alfbasic;
7999    | 1233.04     | 5.865          | 0.7188      | 0.189       | 1     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog';
8051    | 1236.02     | 5.516          | 0.6806      | 0.147       | 1     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock';
7905    | 1224.51     | 5.437          | 0.6689      | 0.149       | 1     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays';
7976    | 1228.68     | 5.511          | 0.6755      | 0.149       | 1     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments';
7997    | 1227.71     | 5.312          | 0.6615      | 0.148       | 1     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting';
7850    | 1224.47     | 5.312          | 0.6534      | 0.153       | 1     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges';
8131    | 1235.8      | 5.35           | 0.6666      | 0.149       | 1     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals';
8067    | 1228.23     | 5.302          | 0.6554      | 0.147       | 1     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms';
8101    | 1234.82     | 5.553          | 0.6805      | 0.149       | 1     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues';
7923    | 1225.64     | 5.235          | 0.6487      | 0.149       | 1     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum';
15929   | 1473.58     | 9.055          | 1.0669      | 0.148       | 1     | 4     | SELECT * FROM alfbasic WHERE stage LIKE 'draft';
15996   | 1467.96     | 9.17           | 1.0816      | 0.148       | 1     | 4     | SELECT * FROM alfbasic WHERE stage LIKE 'task';
15954   | 1472.94     | 9.245          | 1.0852      | 0.148       | 1     | 4     | SELECT * FROM alfbasic WHERE stage LIKE 'ready';
16144   | 1476.62     | 9.212          | 1.0924      | 0.149       | 1     | 4     | SELECT * FROM alfbasic WHERE stage LIKE 'delete';
15977   | 1476.34     | 9.216          | 1.085       | 0.148       | 1     | 4     | SELECT * FROM alfbasic WHERE stage LIKE 'close';
15974   | 1517.28     | 9.386          | 1.104       | 0.148       | 1     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'budget';
16002   | 1519.49     | 9.761          | 1.1455      | 0.15        | 1     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'statistics';
15838   | 1509.94     | 9.518          | 1.1151      | 0.148       | 1     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'logistics';
15988   | 1519.07     | 9.716          | 1.1365      | 0.147       | 1     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'employees';
16198   | 1522.31     | 9.223          | 1.085       | 0.148       | 1     | 4     | SELECT * FROM alfbasic WHERE casetype LIKE 'salary';
793     | 1246.71     | 5.163          | 0.6116      | 0.18        | 2     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND acta LIKE 'bells';
829     | 1254.64     | 5.704          | 0.6701      | 0.179       | 2     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND acta LIKE 'coast';
806     | 1242.28     | 5.804          | 0.6789      | 0.182       | 2     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND acta LIKE 'programs';
816     | 1246.92     | 5.85           | 0.687       | 0.182       | 2     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND acta LIKE 'meaning';
795     | 1245.84     | 5.836          | 0.6788      | 0.18        | 2     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND acta LIKE 'arrests';
768     | 1242.23     | 5.55           | 0.6516      | 0.181       | 2     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND acta LIKE 'bells';
780     | 1246.71     | 5.179          | 0.6138      | 0.18        | 2     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND acta LIKE 'bells';
784     | 1246.42     | 5.573          | 0.656       | 0.179       | 2     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND acta LIKE 'bells';
758     | 1246.71     | 5.092          | 0.6063      | 0.181       | 2     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND acta LIKE 'bells';
786     | 1243.54     | 5.62           | 0.6577      | 0.182       | 2     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND acta LIKE 'bells';
187     | 1266.13     | 5.103          | 0.6079      | 0.204       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND stage LIKE 'draft' AND acta LIKE 'bells';
153     | 1266.13     | 5.152          | 0.6115      | 0.203       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND stage LIKE 'task' AND acta LIKE 'bells';
167     | 1261.66     | 5.762          | 0.6734      | 0.205       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND stage LIKE 'ready' AND acta LIKE 'bells';
163     | 1266.13     | 5.068          | 0.6045      | 0.204       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND stage LIKE 'delete' AND acta LIKE 'bells';
190     | 1265.61     | 5.92           | 0.6881      | 0.204       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND stage LIKE 'close' AND acta LIKE 'bells';
170     | 1261.61     | 5.648          | 0.6629      | 0.205       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND stage LIKE 'draft' AND acta LIKE 'bells';
172     | 1266.13     | 5.109          | 0.607       | 0.204       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND stage LIKE 'task' AND acta LIKE 'bells';
166     | 1266.13     | 5.146          | 0.6141      | 0.204       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'booms' AND stage LIKE 'ready' AND acta LIKE 'bells';
172     | 1266.13     | 5.221          | 0.6196      | 0.203       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'tissues' AND stage LIKE 'delete' AND acta LIKE 'bells';
143     | 1263.06     | 5.669          | 0.6634      | 0.204       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'vacuum' AND stage LIKE 'close' AND acta LIKE 'bells';
150     | 1266.13     | 5.064          | 0.6032      | 0.203       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'fog' AND casetype LIKE 'budget' AND acta LIKE 'bells';
182     | 1266.13     | 5.102          | 0.6072      | 0.203       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'drydock' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
174     | 1261.66     | 5.757          | 0.6785      | 0.204       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'sundays' AND casetype LIKE 'logistics' AND acta LIKE 'bells';
178     | 1266.13     | 5.029          | 0.6005      | 0.203       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'enlistments' AND casetype LIKE 'employees' AND acta LIKE 'bells';
165     | 1265.61     | 5.896          | 0.6861      | 0.204       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'painting' AND casetype LIKE 'salary' AND acta LIKE 'bells';
140     | 1261.61     | 5.642          | 0.6632      | 0.203       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'surges' AND casetype LIKE 'budget' AND acta LIKE 'bells';
148     | 1266.13     | 5.059          | 0.6032      | 0.204       | 3     | 4     | SELECT * FROM alfbasic WHERE tenant LIKE 'pedals' AND casetype LIKE 'statistics' AND acta LIKE 'bells';
